Age,work_class,income,education,education_num,martal_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours-per-week,native-country
59,Self-emp-inc,195564,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
46,Local-gov,141480,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,1876,60,United-States
46,Local-gov,196501,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,45,United-States
31,Local-gov,149231,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
24,State-gov,140967,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States
39,Private,158125,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
25,Private,126016,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
41,Private,297972,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,Canada
31,Private,89676,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,United-States
42,Local-gov,184179,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
37,Self-emp-not-inc,309478,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
42,Private,278368,Doctorate,16,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States
41,Private,400064,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
42,Self-emp-not-inc,212056,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States
60,Local-gov,140298,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States
38,Local-gov,141728,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,55,United-States
57,Self-emp-inc,269441,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
44,Self-emp-not-inc,306256,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,60,Taiwan
25,Private,203050,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,8,Italy
37,Self-emp-inc,158080,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States
44,Private,204557,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
37,Private,326638,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
45,Private,190153,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
39,Local-gov,173159,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
46,Private,145451,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,United-States
43,Private,205824,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
30,Federal-gov,229313,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States
42,Private,281547,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
45,Local-gov,134019,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
63,Local-gov,174961,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States
33,Private,194382,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
52,Self-emp-not-inc,252009,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States
39,Private,196660,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
55,Local-gov,212201,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
47,Private,319233,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
33,Private,119636,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
72,Private,283735,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States
47,Private,219630,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,48,United-States
38,Private,139850,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,Italy
36,Federal-gov,272061,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
31,Self-emp-not-inc,294077,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
29,Private,229123,Prof-school,15,Never-married,Prof-specialty,Other-relative,White,Male,0,0,50,United-States
42,Private,322704,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan
48,Private,323550,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States
42,Private,214874,Prof-school,15,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,15024,0,40,South
52,Private,159555,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
53,Self-emp-not-inc,166608,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States
58,Private,127914,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,24,United-States
61,Local-gov,88305,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,United-States
80,Private,287733,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States
40,Private,219796,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States
45,State-gov,310471,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
49,Self-emp-not-inc,290784,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States
44,Local-gov,166997,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
50,Private,233557,Doctorate,16,Divorced,Prof-specialty,Other-relative,White,Male,10520,0,50,United-States
74,Self-emp-not-inc,302020,Prof-school,15,Divorced,Prof-specialty,Other-relative,White,Male,0,0,40,United-States
39,Private,184395,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States
42,Local-gov,122564,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,38,United-States
47,Self-emp-inc,220637,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States
41,Private,205553,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,Japan
24,Private,178408,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,Mexico
34,Self-emp-inc,134332,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,4787,0,45,France
42,Local-gov,149484,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
38,Self-emp-not-inc,193734,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States
66,Self-emp-not-inc,198107,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States
74,Private,303525,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States
28,Private,321075,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,594,0,50,Germany
33,Private,209930,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
52,Private,148155,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
37,Self-emp-inc,144949,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States
68,Self-emp-not-inc,308535,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Canada
54,Private,136499,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,55,United-States
46,Self-emp-not-inc,226548,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States
66,Local-gov,123047,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
39,Private,290983,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,55,United-States
33,Local-gov,130446,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
70,Self-emp-not-inc,86484,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,8,United-States
32,Local-gov,136554,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
26,Private,255807,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States
27,Private,168385,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
37,Private,221431,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States
48,Federal-gov,119116,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
52,Self-emp-inc,137336,Masters,14,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,50,United-States
47,Local-gov,199296,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
46,Private,230427,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,2824,40,United-States
46,Self-emp-inc,154209,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
43,Self-emp-not-inc,227452,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
90,Private,129880,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States
36,Local-gov,113724,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
37,Self-emp-not-inc,174933,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
43,Private,167571,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States
59,Self-emp-inc,171241,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
53,Local-gov,182786,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
31,Self-emp-not-inc,139207,Masters,14,Separated,Tech-support,Not-in-family,White,Female,0,0,25,United-States
51,State-gov,213534,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
45,Local-gov,125029,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
47,Private,185654,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,55,United-States
36,Private,162962,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
56,Private,350006,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
62,Local-gov,286271,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,Iran
53,Local-gov,283616,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,10520,0,40,United-States
47,Private,144283,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States
52,State-gov,142714,Masters,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States
28,Private,316073,Doctorate,16,Never-married,Adm-clerical,Own-child,White,Male,0,0,18,United-States
27,Private,100491,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
40,Private,279084,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
33,Private,159512,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
50,Private,155417,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
36,State-gov,88257,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
60,Local-gov,163185,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
45,Local-gov,127569,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States
44,Private,116410,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,55,United-States
48,Private,92219,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
50,Self-emp-not-inc,149254,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
44,Local-gov,198631,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States
42,State-gov,276098,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
45,Private,234166,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States
35,State-gov,122876,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,75,United-States
67,Self-emp-not-inc,133330,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Male,18481,0,2,United-States
43,Local-gov,189232,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States
40,Private,134062,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,24,United-States
58,Self-emp-not-inc,253134,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
44,Private,132950,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,24,United-States
35,Private,279297,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,80,United-States
41,Local-gov,140196,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
67,Private,120615,Masters,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States
37,Private,114639,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States
44,Self-emp-inc,143960,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,55,United-States
48,Private,111505,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
43,State-gov,317063,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States
59,Private,233739,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
46,Federal-gov,148986,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
41,Private,213706,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
51,Private,118620,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States
55,Local-gov,169976,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
44,Local-gov,134752,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,4386,0,40,United-States
40,Local-gov,142358,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
37,Private,281927,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
50,Private,151908,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,United-States
33,Private,249473,Masters,14,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
29,Local-gov,144121,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
60,Self-emp-not-inc,140166,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,10,United-States
38,Private,146511,Masters,14,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
34,Federal-gov,269543,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,99,United-States
24,Private,201904,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,56,United-States
33,State-gov,277397,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,48,United-States
32,Self-emp-not-inc,268734,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States
46,Local-gov,276293,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,52,United-States
24,Private,207567,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States
54,Private,125378,Masters,14,Widowed,Adm-clerical,Unmarried,White,Female,0,0,38,United-States
55,Private,135313,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
40,Private,125720,Masters,14,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
25,State-gov,182548,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
60,Private,288029,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,65,United-States
77,Self-emp-inc,307172,Doctorate,16,Married-civ-spouse,Farming-fishing,Husband,White,Male,20051,0,40,United-States
34,Self-emp-not-inc,210770,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
50,Self-emp-not-inc,156813,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,7688,0,55,United-States
53,Self-emp-inc,321471,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
40,State-gov,336680,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States
34,Private,142434,Masters,14,Never-married,Sales,Unmarried,White,Male,0,0,60,United-States
55,Local-gov,186407,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
27,Private,164960,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,10,India
44,Local-gov,281846,Doctorate,16,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,38,United-States
45,Private,134936,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,43,United-States
44,Local-gov,136233,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
61,Self-emp-inc,136341,Masters,14,Widowed,Exec-managerial,Unmarried,White,Female,0,0,99,United-States
48,Private,363158,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
44,Private,239021,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
48,Local-gov,136282,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
54,Private,204387,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
35,Private,239498,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
59,Federal-gov,188646,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
37,State-gov,188128,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
26,Private,246878,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States
35,Private,162913,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States
68,Local-gov,129064,Masters,14,Widowed,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States
62,Private,169135,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States
39,Private,295571,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States
48,Private,161744,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
36,Private,188321,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
52,Self-emp-inc,176065,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
60,Self-emp-not-inc,126674,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
64,Self-emp-not-inc,249402,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
63,Self-emp-not-inc,144427,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,41310,0,50,United-States
49,Private,279314,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,50,United-States
37,Private,221055,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,50,United-States
53,Self-emp-not-inc,250445,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
32,State-gov,268775,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,70,United-States
43,Local-gov,148650,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
37,Private,264424,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
37,Private,88670,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,27828,0,60,Iran
39,Local-gov,134180,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,England
49,State-gov,208964,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,99999,0,80,United-States
70,Self-emp-inc,248476,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
65,Private,131477,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,28,United-States
27,Private,135812,Masters,14,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
40,Private,201447,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,30,United-States
42,Self-emp-not-inc,189759,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,7430,0,44,United-States
40,Private,223041,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States
55,Federal-gov,205870,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
60,Private,171610,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
48,Self-emp-not-inc,218544,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
44,Local-gov,135658,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,55,United-States
42,Self-emp-inc,161805,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,2201,60,India
44,Private,342324,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,15024,0,40,Japan
68,Private,138119,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,6360,0,20,United-States
63,Private,89931,Preschool,1,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,30,Mexico
44,Private,219545,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States
30,Private,243756,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
44,Private,112529,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,60,United-States
39,Private,275199,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2415,67,India
79,Local-gov,265981,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
52,Local-gov,151542,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,4787,0,60,United-States
51,State-gov,158666,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States
31,Private,336920,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,Thailand
50,Self-emp-inc,221087,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
33,Private,128912,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,Canada
90,Private,117965,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
43,Local-gov,141199,Masters,14,Separated,Prof-specialty,Unmarried,Black,Female,0,0,37,United-States
58,Private,317337,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,8,United-States
50,Private,144441,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States
59,Private,135769,Masters,14,Never-married,Sales,Not-in-family,White,Female,27828,0,45,United-States
24,State-gov,114009,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,India
37,State-gov,220128,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,39,United-States
42,Private,143618,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,40,United-States
50,Private,133221,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1485,40,United-States
40,Private,153032,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
27,Private,150785,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Hong
33,Private,138091,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States
56,Self-emp-not-inc,220695,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
46,Local-gov,147586,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,43,United-States
46,Private,147474,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
42,Private,142425,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
30,Private,241608,Prof-school,15,Widowed,Other-service,Not-in-family,White,Male,0,0,35,United-States
49,Local-gov,206334,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
34,Private,120130,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,2258,50,United-States
39,Private,89539,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
32,Local-gov,146552,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
35,Private,84442,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States
49,Local-gov,201121,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
46,Private,251974,Prof-school,15,Separated,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
36,Self-emp-not-inc,238620,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States
27,Private,122598,Masters,14,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
46,Local-gov,150827,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States
54,State-gov,392241,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States
30,Private,151545,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,India
29,Private,143057,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Germany
46,Private,242777,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States
42,Local-gov,128234,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
45,Private,393765,Doctorate,16,Separated,Exec-managerial,Unmarried,White,Male,0,0,40,United-States
50,Private,180802,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
46,Private,258959,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
51,Self-emp-inc,148410,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
28,Private,137465,Masters,14,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States
29,Private,151394,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
36,Federal-gov,105289,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
46,Self-emp-not-inc,331942,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States
62,Self-emp-inc,193619,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States
27,Private,138079,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1504,45,United-States
